Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Arab World,ARB,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,54.8221206665039,54.8941383361816,56.2094383239746,57.2671089172363,57.991138458252,59.3655395507813,60.9999618530273,61.922679901123,62.6934204101563,64.383186340332,65.6177673339844,66.0851516723633,66.6081390380859,67.2904510498047,68.5100936889648,69.0332107543945,69.9449081420898,71.0418701171875,71.6937789916992,71.6990966796875,71.9958190917969,72.6028366088867,70.0327224731445,70.4648208618164,72.6456832885742,71.8117599487305,73.9035110473633,74.4252014160156,75.1108169555664,76.2543182373047,77.2456817626953,78.8005218505859,80.051399230957,80.8053894042969,81.607063293457,82.4894866943359,82.6855087280273,83.2803421020508,84.0118713378906,84.1959609985352,85.2119979858398,85.2451400756836,86.1016693115234,85.5119400024414,85.3201522827148
Arab World,ARB,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,43.3511009216309,43.3181495666504,44.6407012939453,45.8457183837891,46.4495010375977,48.3638916015625,50.0461883544922,51.2452812194824,52.2423210144043,54.7543716430664,56.4867897033691,57.3146591186523,58.2260513305664,59.2892303466797,60.7481803894043,61.5208702087402,62.7349510192871,64.1158828735352,65.0996627807617,65.1292037963867,65.8274917602539,66.7970275878906,63.2604293823242,63.972110748291,67.0330429077148,65.7615585327148,68.7807998657227,69.2670516967773,70.4353866577148,72.0472869873047,73.2756195068359,75.1329803466797,76.6410217285156,77.6535797119141,78.4853973388672,79.4757690429688,79.6083297729492,80.5824203491211,81.4738006591797,81.695686340332,82.8716506958008,82.8613891601563,84.4014129638672,83.9140319824219,83.8208312988281
Arab World,ARB,"Adjusted net enrolment rate, primary, gender parity index (GPI)",UIS.NERA.1.GPI,0.658569991588593,0.6564000248909,0.663290023803711,0.672039985656738,0.672609984874725,0.691760003566742,0.699949979782104,0.710139989852905,0.718429982662201,0.743740022182465,0.759440004825592,0.769249975681305,0.779860019683838,0.790709972381592,0.799610018730164,0.806770026683807,0.8160600066185,0.825129985809326,0.834190011024475,0.834760010242462,0.844659984111786,0.854319989681244,0.826489984989166,0.83407998085022,0.859089970588684,0.8473100066185,0.872659981250763,0.87269002199173,0.884940028190613,0.897369980812073,0.904060006141663,0.912750005722046,0.919790029525757,0.92629998922348,0.927680015563965,0.930840015411377,0.929620027542114,0.938459992408752,0.942499995231628,0.943470001220703,0.94761997461319,0.946699976921082,0.962080001831055,0.96408998966217,0.966199994087219
Arab World,ARB,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,65.8262329101563,65.9935836791992,67.3018569946289,68.2190780639648,69.0590133666992,69.91455078125,71.49951171875,72.1620635986328,72.7176895141602,73.6199722290039,74.3799819946289,74.5071334838867,74.6626281738281,74.9818267822266,75.972541809082,76.2554931640625,76.8750534057617,77.703857421875,78.0393676757813,78.0218887329102,77.9338531494141,78.1874923706055,76.5410995483398,76.6974182128906,78.0281295776367,77.6119003295898,78.8174896240234,79.3720397949219,79.5935363769531,80.2875289916992,81.0513687133789,82.3150482177734,83.3240585327148,83.8322296142578,84.6043930053711,85.3802871704102,85.6350784301758,85.8666915893555,86.4441375732422,86.590690612793,87.4525833129883,87.5265197753906,87.7281723022461,87.0398788452148,86.7533874511719
Arab World,ARB,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,52.4489212036133,52.4897499084473,52.6355934143066,53.3269996643066,54.1846542358398,54.8656272888184,58.7016258239746,58.8769645690918,59.452522277832,62.7763748168945,62.5595664978027,62.5943298339844,62.4472923278809,63.4091377258301,65.8373794555664,64.6130905151367,65.9268951416016,66.775634765625,66.4473495483398,66.9318313598633,67.0804443359375,67.5087051391602,67.6532821655273,67.4446868896484,68.6522674560547,69.2080154418945,68.6516799926758,69.6115570068359,66.8676376342773,68.3216857910156,70.7375793457031,73.5942001342773,74.9761581420898,75.3285827636719,76.4285125732422,76.1317672729492,75.2225570678711,75.5956954956055,74.8939437866211,74.8145523071289,76.1970443725586,76.474967956543,77.3193664550781,76.5667114257813,76.6205673217773
Arab World,ARB,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,2867935.0,1134606.0,1193009.0,1259763.0,1221188.0,1287423.0,1323764.0,1323770.0,1249952.0,1341652.0,1325034.0,1357056.0,1376726.0,1428364.0,1460387.0,1489478.0,1567964.0,1573692.0,1627945.0,1569466.0,1564495.0,1523266.0,1550605.0,1527720.0,1538441.0,1464500.0,1404554.0,1364377.0,1340374.0,1245438.0,1203693.0,1205298.0,1286043.0,1268635.0,1305259.0,1448040.0,1480974.0,1421714.0,1395081.0,1353033.0,1255089.0,1220685.0,1249747.0,1238354.0,1313036.0
Arab World,ARB,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,1154995.0,508457.0,535956.0,571461.0,559398.0,598338.0,629871.0,640124.0,621829.0,732142.0,681419.0,684159.0,696843.0,719001.0,738420.0,753603.0,790071.0,800018.0,810045.0,782844.0,787771.0,767270.0,776907.0,765036.0,768909.0,734605.0,706655.0,682418.0,668171.0,600517.0,575161.0,579939.0,628134.0,614425.0,652295.0,711289.0,729803.0,698247.0,691740.0,669822.0,626773.0,614162.0,624834.0,619087.0,655962.0
Arab World,ARB,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,1712940.0,626149.0,657053.0,688302.0,661790.0,689085.0,693894.0,683646.0,628123.0,609510.0,643615.0,672897.0,679883.0,709363.0,721966.0,735876.0,777893.0,773674.0,817900.0,786622.0,776724.0,755996.0,773698.0,762684.0,769531.0,729895.0,697899.0,681959.0,672203.0,644921.0,628532.0,625359.0,657909.0,654210.0,652964.0,736751.0,751171.0,723467.0,703341.0,683211.0,628316.0,606523.0,624913.0,619267.0,657074.0
Arab World,ARB,"Enrolment in early childhood education, private institutions, both sexes (number)",UIS.E.0.PR.T,583023.0,589440.625,599379.0,611872.0625,614750.6875,641257.25,698520.3125,754653.375,791019.8125,815084.625,879316.375,974839.5625,1014696.9375,1069733.375,1144264.25,1206692.125,1224403.375,1263651.25,1302917.875,1363586.125,1392838.125,1435155.125,1471399.5,1501996.375,1525810.75,1551815.5,1596042.5,1648257.75,1731821.375,1646002.125,1668817.5,1622077.75,1633625.0,1635827.375,1663796.875,1697727.125,1848953.75,1820765.75,1915091.0,1976646.5,2018136.75,2056051.375,2110234.0,2107009.0,2310714.0
Arab World,ARB,"Enrolment in Grade 1 of primary education, both sexes (number)",UIS.E.1.G1,3190269.75,3275620.0,3356612.5,3450311.25,3348832.0,3636824.25,3926469.5,3981312.25,4000982.5,4406396.0,4310748.0,4382718.5,4579632.5,4795085.0,4985081.5,5020039.5,5325393.5,5462995.0,5519764.5,5623677.5,5768625.5,5927474.0,6093204.0,6209640.0,6351520.0,6399390.0,6500762.5,6583575.5,6730121.0,6969398.0,7145275.0,7164821.0,7394308.0,7369295.0,7445234.0,7642470.0,7774676.0,7944244.0,8060303.5,8109695.0,8154101.5,8292270.5,8478885.0,8556751.0,8830561.0
